score,url
0.05094389,https://www.nytimes.com/2018/03/01/business/trump-management-style-year-2-see-year-1.html
0.027631307,https://www.nytimes.com/2017/06/27/business/dealbook/joshua-newman-a-fitness-entrepreneur-sentenced-to-41-months-in-prison.html
0.010327225,https://www.nytimes.com/2017/07/14/business/mutfund/summer-beach-reading-the-personal-finance-edition.html
0.010254298,https://www.nytimes.com/2017/07/13/business/ayn-rand-business-politics-uber-kalanick.html
0.007596751,https://www.nytimes.com/2016/12/23/business/katherine-power-of-clique-media-think-like-an-entrepreneur.html
0.0069663054,https://www.nytimes.com/2017/08/24/opinion/sunday/networking-connections-business.html
0.0022358473,https://www.nytimes.com/2018/03/16/us/illinois-governor-election.html
0.0021088615,https://www.nytimes.com/2017/04/23/books/review/sheryl-sandberg-option-b.html
0.00200753,https://www.nytimes.com/reuters/2018/05/08/business/08reuters-virgin-money-m-a-cybg.html
0.0018709414,https://www.nytimes.com/reuters/2018/04/29/business/29reuters-milken-conference.html
1.128635e-06,https://www.nytimes.com/2013/12/08/business/madoff-victims-five-years-the-wiser.html
1.0898513e-06,https://news.blogs.nytimes.com/2015/05/22/morning-agenda-vote-allowed-on-export-import-bank-extension/
1.0827749e-06,https://www.nytimes.com/2015/08/02/realestate/the-millennial-commune.html
1.0741899e-06,https://www.nytimes.com/interactive/2015/10/15/us/sports-betting-daily-fantasy-games-fanduel-draftkings.html
9.87411e-07,https://www.nytimes.com/2014/12/10/nyregion/buyer-of-james-watsons-nobel-medal-will-return-it.html
9.651621e-07,https://news.blogs.nytimes.com/2015/06/22/morning-agenda-e-c-b-s-awkward-spot-in-greek-crisis/
9.645782e-07,https://www.nytimes.com/2015/06/04/world/europe/pentagon-seeks-easing-of-ban-on-russian-rockets-for-us-space-missions.html
9.630363e-07,https://www.nytimes.com/2015/04/16/opinion/in-exile-but-ready-to-save-russia.html
9.61276e-07,https://boss.blogs.nytimes.com/2013/05/29/can-one-owner-build-two-start-ups-at-once/
9.548459e-07,https://dealbook.nytimes.com/2015/01/20/shake-shack-sets-price-range-for-i-p-o/
score,url
0.1346636,https://www.nytimes.com/2018/05/03/opinion/trump-industrial-revolutions.html
0.12834208,https://www.nytimes.com/2018/04/26/opinion/trump-republican-establishment-elites.html
0.12384929,https://www.nytimes.com/2018/04/19/opinion/democrats-gentrification-cities-voters.html
0.12215719,https://www.nytimes.com/2018/02/01/business/economy/trump-tax-cuts-economy.html
0.10546219,https://www.nytimes.com/2018/03/29/opinion/2016-exit-polls-election.html
0.07679795,https://www.nytimes.com/2018/02/08/opinion/trump-democracy-midterm-elections.html
0.062215164,https://www.nytimes.com/2018/01/11/opinion/trump-robots-electoral-college.html
0.060233764,https://www.nytimes.com/2017/12/07/opinion/liberals-conservatives-trump.html
0.056853082,https://www.nytimes.com/2018/03/08/business/tariff-trump-trade-wars.html
0.053545464,https://www.nytimes.com/2018/03/15/business/larry-kudlows-not-so-on-the-money-predictions.html
0.052953474,https://www.nytimes.com/2018/05/04/opinion/adam-schiff-democrats-impeachment.html
0.049114935,https://www.nytimes.com/2018/02/15/business/inflation-stocks-interest-rates.html
0.047519643,https://www.nytimes.com/reuters/2018/05/03/world/middleeast/03reuters-iran-nuclear-europe.html
0.042053703,https://www.nytimes.com/2017/11/16/opinion/trump-white-voting.html
0.04041825,https://www.nytimes.com/2018/01/18/business/goldman-sachs-trump.html
0.03866528,https://www.nytimes.com/2017/11/02/opinion/ed-gillespie-trump-virginia.html
0.03823654,https://www.nytimes.com/2018/01/18/world/europe/russia-oil-economy.html
0.03613199,https://www.nytimes.com/2018/04/28/opinion/sunday/gaming-the-system.html
0.033931013,https://www.nytimes.com/2018/03/09/opinion/who-were-the-real-nationalists-in-vietnam.html
0.03336961,https://www.nytimes.com/2017/10/12/opinion/democrats-are-playing-checkers-while-trump-is-playing-chess.html
0.0020750368,https://www.nytimes.com/2018/01/02/us/politics/trump-iran-protesters.html
0.0020470363,https://www.nytimes.com/2016/11/11/business/trump-victory-wall-street.html
0.0019685635,https://www.nytimes.com/2016/09/01/opinion/campaign-stops/can-trump-win-on-native-soil.html
0.0019446398,https://www.nytimes.com/2018/03/20/us/politics/bruce-rauner-governor-illinois.html
0.0019366756,https://www.nytimes.com/reuters/2016/10/18/business/18reuters-boeing-seats-exclusive.html
0.0019311468,https://www.nytimes.com/reuters/2016/10/17/business/17reuters-boeing-seats-exclusive.html
0.0019092311,https://www.nytimes.com/2016/11/04/business/a-rare-moment-of-unity-on-capitol-hill-thanks-to-trumps-taxes.html
0.0017350673,https://www.nytimes.com/2016/12/23/opinion/was-barack-obama-bad-for-democrats.html
0.0017139289,https://www.nytimes.com/2016/08/11/opinion/campaign-stops/is-trump-wrecking-both-parties.html
0.0016891022,https://www.nytimes.com/2018/03/16/us/illinois-governor-election.html
0.00041792064,https://www.nytimes.com/2018/03/02/arts/music/elektra-returns-the-weeks-8-best-classical-music-moments-on-youtube.html
0.0004151178,https://www.nytimes.com/2017/05/19/us/seattle-mayor-ed-murray-gay-community.html
0.0004085742,https://www.nytimes.com/2018/01/26/health/flu-rates-deaths.html
0.00038906332,https://www.nytimes.com/2018/03/06/opinion/westmoreland-vietnam-war-troops.html
0.0003776508,https://www.nytimes.com/2017/11/29/world/europe/reza-zarrab-turkey-trial.html
0.00037743218,https://www.nytimes.com/2017/08/10/us/politics/trump-news-conferences.html
0.00037481193,https://www.nytimes.com/interactive/2018/03/06/business/china-tariffs.html
0.00037445483,https://www.nytimes.com/2018/02/06/business/dealbook/stock-market-drops.html
0.0003736594,https://www.nytimes.com/2016/05/20/opinion/the-real-source-of-terror-in-bangladesh.html
