score,url
0.13466881,https://www.nytimes.com/2018/05/03/opinion/trump-industrial-revolutions.html
0.1283429,https://www.nytimes.com/2018/04/26/opinion/trump-republican-establishment-elites.html
0.12385008,https://www.nytimes.com/2018/04/19/opinion/democrats-gentrification-cities-voters.html
0.12214957,https://www.nytimes.com/2018/02/01/business/economy/trump-tax-cuts-economy.html
0.10546286,https://www.nytimes.com/2018/03/29/opinion/2016-exit-polls-election.html
0.07679843,https://www.nytimes.com/2018/02/08/opinion/trump-democracy-midterm-elections.html
0.06221556,https://www.nytimes.com/2018/01/11/opinion/trump-robots-electoral-college.html
0.060234144,https://www.nytimes.com/2017/12/07/opinion/liberals-conservatives-trump.html
0.056853443,https://www.nytimes.com/2018/03/08/business/tariff-trump-trade-wars.html
0.053545803,https://www.nytimes.com/2018/03/15/business/larry-kudlows-not-so-on-the-money-predictions.html
0.05295381,https://www.nytimes.com/2018/05/04/opinion/adam-schiff-democrats-impeachment.html
0.049118098,https://www.nytimes.com/2018/02/15/business/inflation-stocks-interest-rates.html
0.047519945,https://www.nytimes.com/reuters/2018/05/03/world/middleeast/03reuters-iran-nuclear-europe.html
0.04205397,https://www.nytimes.com/2017/11/16/opinion/trump-white-voting.html
0.040420853,https://www.nytimes.com/2018/01/18/business/goldman-sachs-trump.html
0.038585942,https://www.nytimes.com/2017/11/02/opinion/ed-gillespie-trump-virginia.html
0.038236782,https://www.nytimes.com/2018/01/18/world/europe/russia-oil-economy.html
0.036132183,https://www.nytimes.com/2018/04/28/opinion/sunday/gaming-the-system.html
0.03393123,https://www.nytimes.com/2018/03/09/opinion/who-were-the-real-nationalists-in-vietnam.html
0.03337109,https://www.nytimes.com/2017/10/12/opinion/democrats-are-playing-checkers-while-trump-is-playing-chess.html
0.0020750496,https://www.nytimes.com/2018/01/02/us/politics/trump-iran-protesters.html
0.002046933,https://www.nytimes.com/2016/11/11/business/trump-victory-wall-street.html
0.0019685756,https://www.nytimes.com/2016/09/01/opinion/campaign-stops/can-trump-win-on-native-soil.html
0.0019446522,https://www.nytimes.com/2018/03/20/us/politics/bruce-rauner-governor-illinois.html
0.0019366876,https://www.nytimes.com/reuters/2016/10/18/business/18reuters-boeing-seats-exclusive.html
0.0019311588,https://www.nytimes.com/reuters/2016/10/17/business/17reuters-boeing-seats-exclusive.html
0.0019092477,https://www.nytimes.com/2016/11/04/business/a-rare-moment-of-unity-on-capitol-hill-thanks-to-trumps-taxes.html
0.0017351939,https://www.nytimes.com/2016/12/23/opinion/was-barack-obama-bad-for-democrats.html
0.0017140215,https://www.nytimes.com/2016/08/11/opinion/campaign-stops/is-trump-wrecking-both-parties.html
0.0016891003,https://www.nytimes.com/2018/03/16/us/illinois-governor-election.html
0.00036903273,https://www.nytimes.com/2018/02/12/briefing/russia-the-obamas-donald-trump.html
0.00036293233,https://www.nytimes.com/2017/11/21/arts/television/whats-on-tv-tuesday-crooked-house-and-who-killed-tupac.html
0.00036247566,https://www.nytimes.com/2018/02/01/opinion/israel-settlement-palestine-solution.html
0.00036225875,https://afterdeadline.blogs.nytimes.com/2016/03/08/ugly-disagreements-4/
0.00035496734,https://www.nytimes.com/2018/01/11/books/review/niall-ferguson-by-the-book.html
0.00035386198,https://www.nytimes.com/2018/03/20/obituaries/peter-g-peterson-dies-power-from-wall-st-to-washington.html
0.00035344227,https://www.nytimes.com/2018/02/06/us/politics/trump-showdown-good-idea.html
0.00035340962,https://www.nytimes.com/2018/02/26/us/arizona-state-conservatives.html
0.0003531689,https://www.nytimes.com/interactive/2018/01/05/briefing/weekly-news-quiz.html
0.00035109677,https://www.nytimes.com/2018/01/30/business/dealbook/ken-chenault-general-catalyst-partners.html
